"strain","country","state","date","latitude","longitude","region","num_date"
"China|Hangzhou|MH110588||Dengue_2|WG|External|2017-09-15|2017.70410958904","China","Hangzhou","2017-09-15",35.000074,104.999927,"SEA",2017
"China|NA|MH010629|D2/Zhejiang/HZ33/2017|Dengue_2|WG|External|2017-11-15|2017.87123287671","China","NA","2017-11-15",35.000074,104.999927,"SEA",2017
"Singapore|NA|OP410990|SG(EHI)D2/41002Y19|Dengue_2|WG|External|2019-10-15|2019.78630136986","Singapore","NA","2019-10-15",1.357107,103.8194992,"SEA",2019
"Singapore|NA|MW186239|DENV2TSM|Dengue_2|WG|External|2019-10-15|2019.78630136986","Singapore","NA","2019-10-15",1.357107,103.8194992,"SEA",2019
"Singapore|NA|MW186240|DENV2NMB|Dengue_2|WG|External|2019-10-15|2019.78630136986","Singapore","NA","2019-10-15",1.357107,103.8194992,"SEA",2019
"Singapore|NA|MW512485|SG(EHI)D2/42870Y18|Dengue_2|WG|External|2018-06-15|2018.45205479452","Singapore","NA","2018-06-15",1.357107,103.8194992,"SEA",2018
"China|NA|MK543448|HNQY20180008|Dengue_2|WG|External|2018-09-23|2018.72602739726","China","NA","2018-09-23",35.000074,104.999927,"SEA",2018
"China|NA|MK543479|HNQY2018004|Dengue_2|WG|External|2018-09-23|2018.72602739726","China","NA","2018-09-23",35.000074,104.999927,"SEA",2018
"China|NA|MK543471|HNQY2018005|Dengue_2|WG|External|2018-09-23|2018.72602739726","China","NA","2018-09-23",35.000074,104.999927,"SEA",2018
"China|NA|MK543449|HNQY20180084|Dengue_2|WG|External|2018-09-26|2018.73424657534","China","NA","2018-09-26",35.000074,104.999927,"SEA",2018
"China|NA|MK543450|HNQY20180091|Dengue_2|WG|External|2018-09-27|2018.73698630137","China","NA","2018-09-27",35.000074,104.999927,"SEA",2018
"China|NA|MW721470|GZ8H/2019098/2017/II|Dengue_2|WG|External|2017-10-15|2017.78630136986","China","NA","2017-10-15",35.000074,104.999927,"SEA",2017
"China|NA|MK783189|GZ8H/29|Dengue_2|WG|External|2017-05-20|2017.38082191781","China","NA","2017-05-20",35.000074,104.999927,"SEA",2017
"Singapore|NA|MW512474|SG(EHI)D2/6407Y17|Dengue_2|WG|External|2017-06-15|2017.45205479452","Singapore","NA","2017-06-15",1.357107,103.8194992,"SEA",2017
"Singapore|NA|MW512475|SG(EHI)D2/34054Y17|Dengue_2|WG|External|2017-06-15|2017.45205479452","Singapore","NA","2017-06-15",1.357107,103.8194992,"SEA",2017
"Singapore|NA|MW512476|SG(EHI)D2/26393Y17|Dengue_2|WG|External|2017-06-15|2017.45205479452","Singapore","NA","2017-06-15",1.357107,103.8194992,"SEA",2017
"Singapore|NA|MW512484|SG(EHI)D2/6133Y18|Dengue_2|WG|External|2018-06-15|2018.45205479452","Singapore","NA","2018-06-15",1.357107,103.8194992,"SEA",2018
"Singapore|NA|MW512481|SG(EHI)D2/51293Y18|Dengue_2|WG|External|2018-06-15|2018.45205479452","Singapore","NA","2018-06-15",1.357107,103.8194992,"SEA",2018
"Singapore|NA|MW512493|SG(EHI)D2/1897Y19|Dengue_2|WG|External|2019-06-15|2019.45205479452","Singapore","NA","2019-06-15",1.357107,103.8194992,"SEA",2019
"Singapore|NA|MW512494|SG(EHI)D2/7537Y19|Dengue_2|WG|External|2019-06-15|2019.45205479452","Singapore","NA","2019-06-15",1.357107,103.8194992,"SEA",2019
"Singapore|NA|MW512482|SG(EHI)D2/23307Y18|Dengue_2|WG|External|2018-06-15|2018.45205479452","Singapore","NA","2018-06-15",1.357107,103.8194992,"SEA",2018
"China|NA|MK783202||Dengue_2|WG|External|2018-06-15|2018.45205479452","China","NA","2018-06-15",35.000074,104.999927,"SEA",2018
"China|NA|MK783203||Dengue_2|WG|External|2018-06-15|2018.45205479452","China","NA","2018-06-15",35.000074,104.999927,"SEA",2018
"China|Guangzhou|MK564485|GZ18XN20669|Dengue_2|WG|External|2018-08-28|2018.65479452055","China","Guangzhou","2018-08-28",35.000074,104.999927,"SEA",2018
"China|Guangzhou|MK564481|GZ17XN21274|Dengue_2|WG|External|2017-07-27|2017.56712328767","China","Guangzhou","2017-07-27",35.000074,104.999927,"SEA",2017
"China|NA|ON908225|19XN19634|Dengue_2|WG|External|2019-08-04|2019.58904109589","China","NA","2019-08-04",35.000074,104.999927,"SEA",2019
"China|NA|ON908244|D2_19XN15729|Dengue_2|WG|External|2019-06-20|2019.46575342466","China","NA","2019-06-20",35.000074,104.999927,"SEA",2019
"China|NA|MW720945|GZ8H/2019158/2019/II|Dengue_2|WG|External|2019-09-15|2019.70410958904","China","NA","2019-09-15",35.000074,104.999927,"SEA",2019
"China|NA|MW720946|GZ8H/2019159/2019/II|Dengue_2|WG|External|2019-09-15|2019.70410958904","China","NA","2019-09-15",35.000074,104.999927,"SEA",2019
"China|NA|MW720949|GZ8H/2019162/2019/II|Dengue_2|WG|External|2019-09-15|2019.70410958904","China","NA","2019-09-15",35.000074,104.999927,"SEA",2019
"China|NA|MW720948|GZ8H/2019161/2019/II|Dengue_2|WG|External|2019-09-15|2019.70410958904","China","NA","2019-09-15",35.000074,104.999927,"SEA",2019
"China|NA|MW720950|GZ8H/2019163/2019/II|Dengue_2|WG|External|2019-09-15|2019.70410958904","China","NA","2019-09-15",35.000074,104.999927,"SEA",2019
"China|NA|MW720951|GZ8H/2019164/2019/II|Dengue_2|WG|External|2019-09-15|2019.70410958904","China","NA","2019-09-15",35.000074,104.999927,"SEA",2019
"China|NA|MW720956|GZ8H/2019169/2019/II|Dengue_2|WG|External|2019-09-15|2019.70410958904","China","NA","2019-09-15",35.000074,104.999927,"SEA",2019
"China|NA|MW720954|GZ8H/2019167/2019/II|Dengue_2|WG|External|2019-09-15|2019.70410958904","China","NA","2019-09-15",35.000074,104.999927,"SEA",2019
"China|NA|MW720957|GZ8H/2019187/2019/II|Dengue_2|WG|External|2019-09-15|2019.70410958904","China","NA","2019-09-15",35.000074,104.999927,"SEA",2019
"China|NA|MW720947|GZ8H/2019160/2019/II|Dengue_2|WG|External|2019-09-15|2019.70410958904","China","NA","2019-09-15",35.000074,104.999927,"SEA",2019
"China|NA|MN923108|19XN15729|Dengue_2|WG|External|2019-06-20|2019.46575342466","China","NA","2019-06-20",35.000074,104.999927,"SEA",2019
"China|NA|MN923110|19XN19634|Dengue_2|WG|External|2019-08-04|2019.58904109589","China","NA","2019-08-04",35.000074,104.999927,"SEA",2019
"China|NA|MN923119|19XN50793|Dengue_2|WG|External|2019-08-21|2019.63561643836","China","NA","2019-08-21",35.000074,104.999927,"SEA",2019
"China|NA|OK559627|guangzhou2019-4|Dengue_2|WG|External|2019-09-26|2019.73424657534","China","NA","2019-09-26",35.000074,104.999927,"SEA",2019
"China|NA|MW720953|GZ8H/2019166/2019/II|Dengue_2|WG|External|2019-09-15|2019.70410958904","China","NA","2019-09-15",35.000074,104.999927,"SEA",2019
"Singapore|NA|MW512483|SG(EHI)D2/35295Y18|Dengue_2|WG|External|2018-06-15|2018.45205479452","Singapore","NA","2018-06-15",1.357107,103.8194992,"SEA",2018
"Singapore|NA|MW512495|SG(EHI)D2/4005Y19|Dengue_2|WG|External|2019-06-15|2019.45205479452","Singapore","NA","2019-06-15",1.357107,103.8194992,"SEA",2019
"Singapore|NA|MW512486|SG(EHI)D2/44357Y18|Dengue_2|WG|External|2018-06-15|2018.45205479452","Singapore","NA","2018-06-15",1.357107,103.8194992,"SEA",2018
"Singapore|NA|MW512498|SG(EHI)D2/3725Y19|Dengue_2|WG|External|2019-06-15|2019.45205479452","Singapore","NA","2019-06-15",1.357107,103.8194992,"SEA",2019
"Singapore|NA|MW512487|SG(EHI)D2/52478Y18|Dengue_2|WG|External|2018-06-15|2018.45205479452","Singapore","NA","2018-06-15",1.357107,103.8194992,"SEA",2018
"Singapore|NA|MW512497|SG(EHI)D2/7344Y19|Dengue_2|WG|External|2019-06-15|2019.45205479452","Singapore","NA","2019-06-15",1.357107,103.8194992,"SEA",2019
"Singapore|NA|MW512496|SG(EHI)D2/4238Y19|Dengue_2|WG|External|2019-06-15|2019.45205479452","Singapore","NA","2019-06-15",1.357107,103.8194992,"SEA",2019
"Singapore|NA|MW512488|SG(EHI)D2/50047Y18|Dengue_2|WG|External|2018-06-15|2018.45205479452","Singapore","NA","2018-06-15",1.357107,103.8194992,"SEA",2018
"China|NA|OP684182|DENV-2/CN/HZ18-216/2018|Dengue_2|WG|External|2018-08-01|2018.58082191781","China","NA","2018-08-01",35.000074,104.999927,"SEA",2018
"China|NA|OP684147|DENV-2/CN/HZ17-1450/2017|Dengue_2|WG|External|2017-09-19|2017.71506849315","China","NA","2017-09-19",35.000074,104.999927,"SEA",2017
"China|NA|OP684170|DENV-2/CN/HZ17-666/2017|Dengue_2|WG|External|2017-09-05|2017.67671232877","China","NA","2017-09-05",35.000074,104.999927,"SEA",2017
"China|Hangzhou|MH110593||Dengue_2|WG|External|2017-09-15|2017.70410958904","China","Hangzhou","2017-09-15",35.000074,104.999927,"SEA",2017
"China|NA|OP684176|DENV-2/CN/HZ17-736/2017|Dengue_2|WG|External|2017-09-05|2017.67671232877","China","NA","2017-09-05",35.000074,104.999927,"SEA",2017
"China|Hangzhou|MH110599||Dengue_2|WG|External|2017-09-15|2017.70410958904","China","Hangzhou","2017-09-15",35.000074,104.999927,"SEA",2017
"China|Hangzhou|MH110568||Dengue_2|WG|External|2017-09-15|2017.70410958904","China","Hangzhou","2017-09-15",35.000074,104.999927,"SEA",2017
"China|Hangzhou|MH110603||Dengue_2|WG|External|2017-08-15|2017.61917808219","China","Hangzhou","2017-08-15",35.000074,104.999927,"SEA",2017
"China|NA|OP684163|DENV-2/CN/HZ17-455/2017|Dengue_2|WG|External|2017-08-29|2017.65753424658","China","NA","2017-08-29",35.000074,104.999927,"SEA",2017
"China|Hangzhou|MH110586||Dengue_2|WG|External|2017-09-15|2017.70410958904","China","Hangzhou","2017-09-15",35.000074,104.999927,"SEA",2017
"China|Guangzhou|MK564480|GZ16XN18853|Dengue_2|WG|External|2016-08-26|2016.64931506849","China","Guangzhou","2016-08-26",35.000074,104.999927,"SEA",2016
"Thailand|Bangkok|MZ636802|DV2C-TM19-26|Dengue_2|WG|External|2019-11-24|2019.89589041096","Thailand","Bangkok","2019-11-24",14.8971921,100.83273,"SEA",2019
"Thailand|Bangkok|MZ636803|DV2C-TM19-37|Dengue_2|WG|External|2019-11-28|2019.90684931507","Thailand","Bangkok","2019-11-28",14.8971921,100.83273,"SEA",2019
"Thailand|Bangkok|MZ636805|DV2C-TM19-80|Dengue_2|WG|External|2019-12-30|2019.99452054795","Thailand","Bangkok","2019-12-30",14.8971921,100.83273,"SEA",2019
"Singapore|NA|MW512473|SG(EHI)D2/28876Y17|Dengue_2|WG|External|2017-06-15|2017.45205479452","Singapore","NA","2017-06-15",1.357107,103.8194992,"SEA",2017
"China|Guangdong_Province|MN018343|D17007|Dengue_2|WG|External|2017-03-23|2017.22191780822","China","Guangdong_Province","2017-03-23",35.000074,104.999927,"SEA",2017
"China|NA|MH827552|D2/China/GDgz/GD17007/2017(Thailand)|Dengue_2|WG|External|2017-06-15|2017.45205479452","China","NA","2017-06-15",35.000074,104.999927,"SEA",2017
"China|Guangdong_Province|MN018344|D17013|Dengue_2|WG|External|2017-03-11|2017.18904109589","China","Guangdong_Province","2017-03-11",35.000074,104.999927,"SEA",2017
"China|NA|MH827546|D2/China/GDgz/GD17013/2017(Thailand)|Dengue_2|WG|External|2017-06-15|2017.45205479452","China","NA","2017-06-15",35.000074,104.999927,"SEA",2017
"China|NA|OP684152|DENV-2/CN/HZ17-17/2017|Dengue_2|WG|External|2017-07-02|2017.49863013699","China","NA","2017-07-02",35.000074,104.999927,"SEA",2017
"China|Hangzhou|MH110573||Dengue_2|WG|External|2017-08-15|2017.61917808219","China","Hangzhou","2017-08-15",35.000074,104.999927,"SEA",2017
"Singapore|NA|MW512387|SG(EHI)D2/50620Y13|Dengue_2|WG|External|2013-06-15|2013.45205479452","Singapore","NA","2013-06-15",1.357107,103.8194992,"SEA",2013
"Malaysia|Johor_Bahru|KX452020||Dengue_2|WG|External|2014-01-15|2014.03835616438","Malaysia","Johor_Bahru","2014-01-15",4.5693754,102.2656823,"SEA",2014
"Malaysia|Johor_Bahru|KX452033||Dengue_2|WG|External|2014-01-15|2014.03835616438","Malaysia","Johor_Bahru","2014-01-15",4.5693754,102.2656823,"SEA",2014
"Malaysia|Johor_Bahru|KX452026||Dengue_2|WG|External|2014-01-15|2014.03835616438","Malaysia","Johor_Bahru","2014-01-15",4.5693754,102.2656823,"SEA",2014
"Malaysia|Johor_Bahru|KX452037||Dengue_2|WG|External|2014-01-15|2014.03835616438","Malaysia","Johor_Bahru","2014-01-15",4.5693754,102.2656823,"SEA",2014
"Malaysia|Johor_Bahru|KX452031||Dengue_2|WG|External|2014-01-15|2014.03835616438","Malaysia","Johor_Bahru","2014-01-15",4.5693754,102.2656823,"SEA",2014
"Singapore|NA|MW512388|SG(EHI)D2/50583Y13|Dengue_2|WG|External|2013-06-15|2013.45205479452","Singapore","NA","2013-06-15",1.357107,103.8194992,"SEA",2013
"Singapore|NA|MW512389|SG(EHI)D2/18944Y13|Dengue_2|WG|External|2013-06-15|2013.45205479452","Singapore","NA","2013-06-15",1.357107,103.8194992,"SEA",2013
"Singapore|NA|MW512393|SG(EHI)D2/36915Y13|Dengue_2|WG|External|2013-06-15|2013.45205479452","Singapore","NA","2013-06-15",1.357107,103.8194992,"SEA",2013
"Singapore|NA|MW512396|SG(EHI)D2/27383Y13|Dengue_2|WG|External|2013-06-15|2013.45205479452","Singapore","NA","2013-06-15",1.357107,103.8194992,"SEA",2013
"Singapore|NA|MW512398|SG(EHI)D2/25506Y13|Dengue_2|WG|External|2013-06-15|2013.45205479452","Singapore","NA","2013-06-15",1.357107,103.8194992,"SEA",2013
"Malaysia|Johor_Bahru|KU666947|TM213|Dengue_2|WG|External|2014-02-15|2014.12328767123","Malaysia","Johor_Bahru","2014-02-15",4.5693754,102.2656823,"SEA",2014
"Singapore|NA|MW512420|SG(EHI)D2/39061Y14|Dengue_2|WG|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW512422|SG(EHI)D2/19386Y14|Dengue_2|WG|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW512426|SG(EHI)D2/44236Y14|Dengue_2|WG|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW512437|SG(EHI)D2/1488Y15|Dengue_2|WG|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW512423|SG(EHI)D2/26722Y14|Dengue_2|WG|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW512425|SG(EHI)D2/23779Y14|Dengue_2|WG|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MK513444|SG(EHI)D2/02862Y15|Dengue_2|WG|External|2015-01-15|2015.03835616438","Singapore","NA","2015-01-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|KY921905|SG(EHI)D2/09087Y15|Dengue_2|WG|External|2015-03-15|2015.2","Singapore","NA","2015-03-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW512424|SG(EHI)D2/40520Y14|Dengue_2|WG|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW512392|SG(EHI)D2/26676Y13|Dengue_2|WG|External|2013-06-15|2013.45205479452","Singapore","NA","2013-06-15",1.357107,103.8194992,"SEA",2013
"Singapore|NA|MW512417|SG(EHI)D2/47312Y14|Dengue_2|WG|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Malaysia|Johor_Bahru|MH488959|TM246|Dengue_2|WG|External|2014-06-15|2014.45205479452","Malaysia","Johor_Bahru","2014-06-15",4.5693754,102.2656823,"SEA",2014
"Malaysia|Johor_Bahru|KX452043||Dengue_2|WG|External|2014-01-15|2014.03835616438","Malaysia","Johor_Bahru","2014-01-15",4.5693754,102.2656823,"SEA",2014
"Singapore|NA|MW512390|SG(EHI)D2/52338Y13|Dengue_2|WG|External|2013-06-15|2013.45205479452","Singapore","NA","2013-06-15",1.357107,103.8194992,"SEA",2013
"Malaysia|Johor_Bahru|KU666944|TM26|Dengue_2|WG|External|2014-01-15|2014.03835616438","Malaysia","Johor_Bahru","2014-01-15",4.5693754,102.2656823,"SEA",2014
"Singapore|NA|MW512419|SG(EHI)D2/42268Y14|Dengue_2|WG|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW512454|SG(EHI)D2/33808Y16|Dengue_2|WG|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW512394|SG(EHI)D2/49710Y13|Dengue_2|WG|External|2013-06-15|2013.45205479452","Singapore","NA","2013-06-15",1.357107,103.8194992,"SEA",2013
"Singapore|NA|MW512399|SG(EHI)D2/42954Y13|Dengue_2|WG|External|2013-06-15|2013.45205479452","Singapore","NA","2013-06-15",1.357107,103.8194992,"SEA",2013
"Singapore|NA|MW512438|SG(EHI)D2/9849Y15|Dengue_2|WG|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW512439|SG(EHI)D2/52595Y15|Dengue_2|WG|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW512440|SG(EHI)D2/42530Y15|Dengue_2|WG|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW512441|SG(EHI)D2/47064Y15|Dengue_2|WG|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW512443|SG(EHI)D2/38380Y15|Dengue_2|WG|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW512444|SG(EHI)D2/52507Y15|Dengue_2|WG|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW512445|SG(EHI)D2/52797Y15|Dengue_2|WG|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW512462|SG(EHI)D2/2204Y16|Dengue_2|WG|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW512456|SG(EHI)D2/4869Y16|Dengue_2|WG|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW512457|SG(EHI)D2/15033Y16|Dengue_2|WG|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW512442|SG(EHI)D2/31764Y15|Dengue_2|WG|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW512446|SG(EHI)D2/46338Y15|Dengue_2|WG|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW512458|SG(EHI)D2/9637Y16|Dengue_2|WG|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW512459|SG(EHI)D2/28006Y16|Dengue_2|WG|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW512461|SG(EHI)D2/35114Y16|Dengue_2|WG|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW512460|SG(EHI)D2/43649Y16|Dengue_2|WG|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MF314189|2016_Singapore_DENV-2_NPHL|Dengue_2|WG|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|KU948303|2016_Singapore_NUH_MDC_DENV-2_variant|Dengue_2|WG|External|2016-02-23|2016.14520547945","Singapore","NA","2016-02-23",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW512478|SG(EHI)D2/26420Y17|Dengue_2|WG|External|2017-06-15|2017.45205479452","Singapore","NA","2017-06-15",1.357107,103.8194992,"SEA",2017
"Malaysia|Johor_Bahru|KU666948|TM296|Dengue_2|WG|External|2014-02-15|2014.12328767123","Malaysia","Johor_Bahru","2014-02-15",4.5693754,102.2656823,"SEA",2014
"Singapore|NA|MW512397|SG(EHI)D2/51563Y13|Dengue_2|WG|External|2013-06-15|2013.45205479452","Singapore","NA","2013-06-15",1.357107,103.8194992,"SEA",2013
"Malaysia|Johor_Bahru|KX452023||Dengue_2|WG|External|2014-01-15|2014.03835616438","Malaysia","Johor_Bahru","2014-01-15",4.5693754,102.2656823,"SEA",2014
"Malaysia|Johor_Bahru|KX452045||Dengue_2|WG|External|2014-01-15|2014.03835616438","Malaysia","Johor_Bahru","2014-01-15",4.5693754,102.2656823,"SEA",2014
"Malaysia|Johor_Bahru|KX452016||Dengue_2|WG|External|2014-01-15|2014.03835616438","Malaysia","Johor_Bahru","2014-01-15",4.5693754,102.2656823,"SEA",2014
"Malaysia|Johor_Bahru|KX452024||Dengue_2|WG|External|2014-01-15|2014.03835616438","Malaysia","Johor_Bahru","2014-01-15",4.5693754,102.2656823,"SEA",2014
"Malaysia|Johor_Bahru|KX452038||Dengue_2|WG|External|2014-01-15|2014.03835616438","Malaysia","Johor_Bahru","2014-01-15",4.5693754,102.2656823,"SEA",2014
"Malaysia|Johor_Bahru|KX452027||Dengue_2|WG|External|2014-01-15|2014.03835616438","Malaysia","Johor_Bahru","2014-01-15",4.5693754,102.2656823,"SEA",2014
"Malaysia|Johor_Bahru|KX452018||Dengue_2|WG|External|2014-01-15|2014.03835616438","Malaysia","Johor_Bahru","2014-01-15",4.5693754,102.2656823,"SEA",2014
"Malaysia|Johor_Bahru|KX452019||Dengue_2|WG|External|2014-01-15|2014.03835616438","Malaysia","Johor_Bahru","2014-01-15",4.5693754,102.2656823,"SEA",2014
"Malaysia|Johor_Bahru|KX452036||Dengue_2|WG|External|2014-01-15|2014.03835616438","Malaysia","Johor_Bahru","2014-01-15",4.5693754,102.2656823,"SEA",2014
"Malaysia|Johor_Bahru|KX452022||Dengue_2|WG|External|2014-01-15|2014.03835616438","Malaysia","Johor_Bahru","2014-01-15",4.5693754,102.2656823,"SEA",2014
"Malaysia|Johor_Bahru|KX452032||Dengue_2|WG|External|2014-01-15|2014.03835616438","Malaysia","Johor_Bahru","2014-01-15",4.5693754,102.2656823,"SEA",2014
"Malaysia|Johor_Bahru|KX452039||Dengue_2|WG|External|2014-01-15|2014.03835616438","Malaysia","Johor_Bahru","2014-01-15",4.5693754,102.2656823,"SEA",2014
"Malaysia|Johor_Bahru|KX452017||Dengue_2|WG|External|2014-01-15|2014.03835616438","Malaysia","Johor_Bahru","2014-01-15",4.5693754,102.2656823,"SEA",2014
"Malaysia|Johor_Bahru|KX452030||Dengue_2|WG|External|2014-01-15|2014.03835616438","Malaysia","Johor_Bahru","2014-01-15",4.5693754,102.2656823,"SEA",2014
"Singapore|NA|MW512472|SG(EHI)D2/32479Y17|Dengue_2|WG|External|2017-06-15|2017.45205479452","Singapore","NA","2017-06-15",1.357107,103.8194992,"SEA",2017
"Singapore|NA|MW512491|SG(EHI)D2/4143Y19|Dengue_2|WG|External|2019-06-15|2019.45205479452","Singapore","NA","2019-06-15",1.357107,103.8194992,"SEA",2019
"China|NA|MW720955|GZ8H/2019168/2019/II|Dengue_2|WG|External|2019-09-15|2019.70410958904","China","NA","2019-09-15",35.000074,104.999927,"SEA",2019
